job_company,questions,answers,country,area
UI & UX Designer at Apple Developer Academy was asked...,Would you be willing to live in Naples?,"Tell me about yourself, how do you keep informed about tech?",Italy,UX/UI Designer
UX/UI Lead Designer at Arkius was asked...,"Conoscenze pregresse, capacita' manageriali, approccio e attitudine alla gestione di processo",Esperienze in qualita' di designer e di ricercatrice in design,Italy,UX/UI Designer
UI/UX Designer at Docebo was asked...,Quali sono state le mie ultime esperienze lavorative nell'ambito del design.,No answer,Italy,UX/UI Designer
UI Designer at Bending Spoons was asked...,What do you do if you have a problem with one of your colleague?,No answer,Italy,UX/UI Designer
UX/UI Designer at DXC Technology was asked...,Definisci e descrivi cos'è l'empatia per te,No answer,Italy,UX/UI Designer
UX/UI Designer at DXC Technology was asked...,Esperienze lavorative e progetti personali,No answer,Italy,UX/UI Designer
UI/User Experience Designer at Vodafone was asked...,Review the UX/UI of the corporate apps and website.,No answer,Italy,UX/UI Designer
UI Designer at Publicis Sapient was asked...,speak about your portfolio and background,No answer,Italy,UX/UI Designer
UI/UX Designer at Conflux Technologies was asked...,Solite domande di colloquio,No answer,Italy,UX/UI Designer
UI/User Experience Product Designer at Docebo was asked...,Describe your design process,No answer,Italy,UX/UI Designer
UX-UI Designer at Sopra Steria was asked...,Richiesta di presentare un progetto di test e di presentarlo.,No answer,Italy,UX/UI Designer
UI Designer at Bending Spoons was asked...,Perchè hai scelto di candidarti per bending spoons? Quali sono i valori dell'azienda con cui ti senti allineato?,No answer,Italy,UX/UI Designer
UI/UX Designer at Amaris Consulting was asked...,Quali sono i settori in cui vorresti o non vorresti lavorare come designer?,No answer,Italy,UX/UI Designer
UX/UI Designer at Deloitte was asked...,Mostraci i tuoi progetti per favore.,No answer,Italy,UX/UI Designer
UI Designer at Moze was asked...,Domanda inerenti al ruolo di Designer,No answer,Italy,UX/UI Designer
UX/UI Designer at DXC Technology was asked...,Cosa sono le personas e blueprint,No answer,Italy,UX/UI Designer
UX Designer at Totalplay Empresarial was asked...,"Experiencia en el puesto solicitado, platicar como resolví una problemática en un empleo anterior, etc y la que no me gustó fue que si tenía hijos o pienso tenerlos","Muy diplomática para no perder la oportunidad de trabajar ahí, pero de todos modos no me dieron el empleo",Mexico,UX/UI Designer
Senior UX Designer at Backbase was asked...,Which project left me more lessons learned?,"A project where I had to work seamlessly with UK, India and Mexico, it was an agile project where I learned a lot of things like the scrum framework, also tools like sketch, zeplin and Invision.",Mexico,UX/UI Designer
Senior UX Designer at Televisa was asked...,What is the most important thing to look at in a project?,The end user is the key to develop a solution because they are the people who are going to use the solutions not the managers.,Mexico,UX/UI Designer
UX Designer at Juan Osorio López Autos was asked...,Las desventajas de trabajar con este empleador no pueden ser las mismas que los buenos motivos.,Las desventajas de trabajar con este empleador no pueden ser las mismas que los buenos motivos.,Mexico,UX/UI Designer
UX Designer at Gesfor Mexico was asked...,Describir los pasos y procesos de las metodologías ágiles,Describí el proceso de scrum y design thinking,Mexico,UX/UI Designer
UI/UX Designer at EasyBroker was asked...,Examples of team work.,No answer,Mexico,UX/UI Designer
Senior UX Designer at eDataWorld was asked...,- if I could live in US? - if I was single? - they said that i will live in a temporal place with more peolpe the first month,No answer,Mexico,UX/UI Designer
UX Designer at Investimento was asked...,Puedes trabajar en equipos multidisciplinarios? Cuales son tus actividades favoritas? Cual es tu disponibilidad de tiempo? Puedes trabajar los sábados?,No answer,Mexico,UX/UI Designer
UX Designer at Rappi was asked...,Que tipo de metodologias usas?,No answer,Mexico,UX/UI Designer
Desarrollador Web at Exosfera was asked...,Experiencia,Nula en el Hambito laboral,Mexico,Web Developer
Desarrollador De Aplicaciones Web at Administradora de Negocios Tres Islas was asked...,Qué tal manejas las bases de datos,Lo manejo en un 60%,Mexico,Web Developer
Web Developer at Tecnologías Empresariales Aplicadas was asked...,Menciona 5 fortalezas tuyas,"Valentia, Proactivo",Mexico,Web Developer
Web Developer at Inoventrix was asked...,How can we use a foreach in PHP?,With the next line you can use a foreach: foreach($items as $item) {},Mexico,Web Developer
Desarrollador Web at Wachinango was asked...,Si me acoplaría a nuevos lenguajes de programación,"Si, es cuestión de sintaxis puesto que la lógica es la misma en cualquier lenguaje",Mexico,Web Developer
Desarrollador De Aplicaciones Web at Alluxi was asked...,Si tenia dominio con algun framework para desarrollo web,En ese entonces tenia conocimiento básico de Angular y me fue bastante bien.,Mexico,Web Developer
Desarrollador Web at Tecnologia Aplicada a Negocios was asked...,El cliente me pregunto que guardo en mis bolsillos de mi pantalon y donde los dejo al dormir,"mi respuesta fue Celular, llaves , cartera y Dulces. Y los coloco en mi tocador junto a mi cama",Mexico,Web Developer
Desarrollador Web at Universidad Autónoma Chapingo was asked...,Ninguna,Nada,Mexico,Web Developer
Web Developer at Mahisoft was asked...,"En la primera entrevista te preguntan tu trayectoria como profesional, en las entrevistas técnicas te piden resolver problemas y aplicar tus conocimientos.",Respondí con transparencia.,Mexico,Web Developer
Web Developer at Knotion was asked...,¿Qué puedes aportar a Knotion?,"Conocimiento, capacidad, entusiasmo, innovación, creatividad y buena vibra a mis compañeros.",Mexico,Web Developer
Desarrollador Web at Integranet was asked...,Has trabajado en algún proyecto personal y/o en anteriores trabajos?,Si y mostré mis demos y proyectos universitarios,Mexico,Web Developer
Desarrollador Web at Vanco was asked...,Lo que mas me preguntaron era por que me queria cambiar de trabajo,conteste que era por que queria crecer profesionalmente,Mexico,Web Developer
Web Developer at EnviaFlores was asked...,"Mencioné las herramientas a utilizar,",Le respondí las aplicaciones que utilizo.,Mexico,Web Developer
Desarrollador Web at Aumenta was asked...,Describir servicios REST,No answer,Mexico,Web Developer
Web UI Developer at Globant was asked...,"Technical: Javascript, OOP, HTML5, CSS, jQuery, Angular, Bootstrap, Responsive design, Github",No answer,Mexico,Web Developer
UI Web Developer at Globant was asked...,What is the difference between == and ===?,No answer,Mexico,Web Developer
Web UI Developer Semi Senior Advanced at Globant was asked...,Que es this Como modificas el DOM Preguntas básicas de css,No answer,Mexico,Web Developer
UI Web Developer at Globant was asked...,Some tech questions about how do I use JavaScript Prototype,No answer,Mexico,Web Developer
Web Developer at Nextiva was asked...,Explica que es la palabra this en javascript,No answer,Mexico,Web Developer
Web Developer at Softtek was asked...,Preguntas sobre mi experiencia y proyectos anteriores.,No answer,Mexico,Web Developer
Web Developer at SpeedFC was asked...,"No hard questions, just a basic PHP test. You are asked to define some concepts.",No answer,Mexico,Web Developer
Web Developer at Grio was asked...,Describe a typical workday day in english.,No answer,Mexico,Web Developer
Web Developer at Celular Express (Celex) was asked...,Cuales fueron tus últimos empleos,No answer,Mexico,Web Developer
Desarrollador Web at Tonivisa was asked...,sobre procesos de la empresa lo normal,No answer,Mexico,Web Developer
Web Developer at Gameloft was asked...,"Not really difficult question, only basic acknowledge about web programming",No answer,Mexico,Web Developer
Desarrollador Web at Quiminet was asked...,Te preguntan si tienes algún problema trabajando con PHP puro,No answer,Mexico,Web Developer
Desarrollador web front-end at Mexbalia was asked...,¿Qué podrías aportar en el área al que buscas ingresar? ¿Cuáles consideras que son tus debilidades? ¿Cuáles son tus fortalezas?,No answer,Mexico,Web Developer
UI Web Developer at Globant was asked...,"What do you use in SASS, ej: mixins, variable, functions etc...",No answer,Mexico,Web Developer
UI Web Developer at Globant was asked...,Some tech questions about media queries and box model,No answer,Mexico,Web Developer
UI Web Developer at Globant was asked...,Some tech questions about what tool do I use for JavaScript UnitTesting,No answer,Mexico,Web Developer
Desarrollador Web at Grupo Carso was asked...,1. Intereses 2. Gustos 3. Proyectos 4. Habilidades blandas 5. ¿Que haces si una persona de tu equipo no trabaja? 6. ¿Cual ha sido el proyecto mas retador al cual te has enfrentado?,No answer,Mexico,Web Developer
Web Developer at Nextiva was asked...,Explica el eventLoop,No answer,Mexico,Web Developer
Web Developer at Softtek was asked...,"Depending on your role, for me it was none",No answer,Mexico,Web Developer
Web Developer at Danilo Black was asked...,"no difficult questions, just based on portfolio",No answer,Mexico,Web Developer
Web Developer at Dextra Technologies was asked...,Explica MVC,No answer,Mexico,Web Developer
Desarrollador Web at Intugo was asked...,Manejo de ingles es obligatorio,No answer,Mexico,Web Developer
